Időbélyeg;Pontszám;"1.	Állapotgépen tetszőleges állapot-, token- vagy őrfeltétel-finomítást végezve…";"2.	Egy állapotgép biztosan teljesen specifikált, ha…";"3.	Legyen S egy állapottér, és S' egy tetszőleges állapothalmaz. Ekkor…";"4.	Ha az egyik állapotrégió 5 állapotot és 10 átmenetet, a másik régió 6 állapotot és 16 átmene-tet tartalmaz, akkor az aszinkron szorzatukként számolt állapotgép további finomítás híján…";"1.	Az alábbi állítások közül melyek elégséges feltételei egy folyamat jólstrukturáltságának?";"6.	A C programok vezérlési folyamában…";"7.	Mi lehet a strukturális modellezés célja? ";"8.	Mely állítások igazak az alábbiak közül?";"9.	Mely állítások igazak az alábbiak közül?"
5.17.2017 12:55:48;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben., d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával., a) …egy teljesen specifikált állapotgép finomítása egy állapot kettéválasztásával.;;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 12:56:42;0;d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;;a) … pontosan 140 átmenetet tartalmaz.;a) A folyamat determinisztikus., b) A folyamat nem tartalmaz elágazást.;a) …minden while blokknak egy ciklus felel meg., b) …minden if blokknak egy fork-join pár felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 12:57:23;0;;;;;;;;;
5.17.2017 12:59:41;0;;;;;c) A folyamat nem tartalmaz ciklust.;;;;
5.17.2017 13:01:21;0;a) …mindig nő az állapotok száma., c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben., d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;a) Szűrés során a táblázat jellemzőinek száma mindig csökken., d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 13:02:18;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;a) A folyamat determinisztikus., b) A folyamat nem tartalmaz elágazást.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 13:03:14;0;b) …mindig csökken az állapotok száma.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel.;;a) … pontosan 140 átmenetet tartalmaz.;d) A folyamat nem tartalmaz fork-join párt.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;a) Szűrés során a táblázat jellemzőinek száma mindig csökken.
5.17.2017 13:07:02;0;d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel.;;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg.;d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 13:07:36;0;a) …mindig nő az állapotok száma., d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos, c) …ha S' is egy állapottér, akkor S \ S' = ?.;a) … pontosan 140 átmenetet tartalmaz.;b) A folyamat nem tartalmaz elágazást.;a) …minden while blokknak egy ciklus felel meg., b) …minden if blokknak egy fork-join pár felel meg.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;a) Szűrés során a táblázat jellemzőinek száma mindig csökken.
5.17.2017 13:15:25;0;a) …mindig nő az állapotok száma., d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával., a) …egy teljesen specifikált állapotgép finomítása egy állapot kettéválasztásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;b) A folyamat nem tartalmaz elágazást.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 13:25:01;0;;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete.;a) …S \ S' biztosan kizárólagos, b) …S \ S' biztosan teljes;a) … pontosan 140 átmenetet tartalmaz.;a) A folyamat determinisztikus.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;c) Szűrés során a jellemzett objektumok száma nem változhat., d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 13:27:45;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;b) A folyamat nem tartalmaz elágazást.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 13:35:34;0;d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;d) A folyamat nem tartalmaz fork-join párt.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 13:42:31;0;;;;;;;;;
5.17.2017 13:42:32;0;a) …mindig nő az állapotok száma., c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben., d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel., a) …egy teljesen specifikált állapotgép finomítása egy állapot kettéválasztásával.;a) …S \ S' biztosan kizárólagos, b) …S \ S' biztosan teljes;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;c) A rendszer dinamikus viselkedésének vizsgálata., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;a) Szűrés során a táblázat jellemzőinek száma mindig csökken., c) Szűrés során a jellemzett objektumok száma nem változhat.
5.17.2017 13:45:13;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;a) A folyamat determinisztikus.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;c) A rendszer dinamikus viselkedésének vizsgálata., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;a) Szűrés során a táblázat jellemzőinek száma mindig csökken., c) Szűrés során a jellemzett objektumok száma nem változhat., d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 13:45:50;0;d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel., a) …egy teljesen specifikált állapotgép finomítása egy állapot kettéválasztásával.;;a) … pontosan 160 átmenetet tartalmaz.;b) A folyamat nem tartalmaz elágazást.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;c) A rendszer dinamikus viselkedésének vizsgálata., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;c) Szűrés során a jellemzett objektumok száma nem változhat., d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 13:52:53;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
